Sample_Type,RNA_File_ID,RNA_File_Name,Case_ID,Sample_ID,RNA_Sample_ID,Slide_Sample_ID,Slide_ID,Slide_File_Name
Primary Tumor,aa292e76-29c0-4be6-861d-fe4061fe2e1f,be56acd5-8a0c-4891-9501-d386a4e2ccad.FPKM-UQ.txt.gz,TCGA-AC-A2FB,TCGA-AC-A2FB-01,TCGA-AC-A2FB-01A,TCGA-AC-A2FB-01Z,TCGA-AC-A2FB-01Z-00-DX1,TCGA-AC-A2FB-01Z-00-DX1.A4D93E32-BBD7-45E4-8ACF-3724B059ECBC.svs
Primary Tumor,68400731-478a-4415-b0aa-dab7f572a66a,cc74a8c4-ef47-4199-be75-ab9480945cb7.FPKM-UQ.txt.gz,TCGA-AC-A2FE,TCGA-AC-A2FE-01,TCGA-AC-A2FE-01A,TCGA-AC-A2FE-01Z,TCGA-AC-A2FE-01Z-00-DX1,TCGA-AC-A2FE-01Z-00-DX1.C036AE58-3C0D-4DBF-B658-296D03FD6701.svs
Primary Tumor,86ce45f9-66de-4754-962f-28afdabd419b,9683e884-734f-4487-97e6-5ada5e3d3ebc.FPKM-UQ.txt.gz,TCGA-AC-A2FF,TCGA-AC-A2FF-01,TCGA-AC-A2FF-01A,TCGA-AC-A2FF-01Z,TCGA-AC-A2FF-01Z-00-DX1,TCGA-AC-A2FF-01Z-00-DX1.012DAC86-E05C-44FA-81C2-FE4C754F409C.svs
Primary Tumor,c289611d-0220-4189-a375-a95c3bb678b6,fa49537b-edee-4d4f-823d-b6c574d33900.FPKM-UQ.txt.gz,TCGA-AC-A2FG,TCGA-AC-A2FG-01,TCGA-AC-A2FG-01A,TCGA-AC-A2FG-01Z,TCGA-AC-A2FG-01Z-00-DX1,TCGA-AC-A2FG-01Z-00-DX1.0F13DE40-9F7A-42C6-AB3D-02E8521B690A.svs
Primary Tumor,f4bdc56c-5ea3-4331-ac94-c4d2a65c86e5,253937ce-abea-4db7-8457-b983156373d7.FPKM-UQ.txt.gz,TCGA-AC-A2FK,TCGA-AC-A2FK-01,TCGA-AC-A2FK-01A,TCGA-AC-A2FK-01Z,TCGA-AC-A2FK-01Z-00-DX1,TCGA-AC-A2FK-01Z-00-DX1.033F3C27-9860-4EF3-9330-37DE5EC45724.svs
Primary Tumor,3cdce878-0e54-4fec-9657-6f0e9b7bf88e,d6b9e128-8f20-43a1-9d16-b3e2b3d60e34.FPKM-UQ.txt.gz,TCGA-AC-A2FM,TCGA-AC-A2FM-01,TCGA-AC-A2FM-01A,TCGA-AC-A2FM-01Z,TCGA-AC-A2FM-01Z-00-DX1,TCGA-AC-A2FM-01Z-00-DX1.5D2309D5-C47B-4B04-B7B8-2F0685842889.svs
Primary Tumor,506d194b-e9e5-4380-a913-c5292b9bde9b,c6e9cad6-fa27-439a-a5eb-eab1bc1c6a71.FPKM-UQ.txt.gz,TCGA-AC-A2FO,TCGA-AC-A2FO-01,TCGA-AC-A2FO-01A,TCGA-AC-A2FO-01Z,TCGA-AC-A2FO-01Z-00-DX1,TCGA-AC-A2FO-01Z-00-DX1.46929316-D7ED-4D69-B068-409BFFBCEC4D.svs
Primary Tumor,ef19bcf7-5198-4849-a798-35e8ce116f52,2656413d-a5d2-4812-9ce9-a02c15ab04bd.FPKM-UQ.txt.gz,TCGA-AC-A2QH,TCGA-AC-A2QH-01,TCGA-AC-A2QH-01B,TCGA-AC-A2QH-01Z,TCGA-AC-A2QH-01Z-00-DX1,TCGA-AC-A2QH-01Z-00-DX1.00B8BFFF-F1E2-4F99-A969-8DD7EE4F8E0B.svs
Primary Tumor,169951bb-a9c2-4108-9cec-48755bf9cbe6,9fe16c01-88f8-410c-b412-fe0067b10aaa.FPKM-UQ.txt.gz,TCGA-AC-A2QI,TCGA-AC-A2QI-01,TCGA-AC-A2QI-01A,TCGA-AC-A2QI-01Z,TCGA-AC-A2QI-01Z-00-DX1,TCGA-AC-A2QI-01Z-00-DX1.977549F4-D866-4465-85FB-5C916282A488.svs
Primary Tumor,b8ae2876-57e8-44a0-8341-38fb7ddd5ff7,c0055307-e827-4621-82ff-9702ae53df10.FPKM-UQ.txt.gz,TCGA-AC-A2QJ,TCGA-AC-A2QJ-01,TCGA-AC-A2QJ-01A,TCGA-AC-A2QJ-01Z,TCGA-AC-A2QJ-01Z-00-DX1,TCGA-AC-A2QJ-01Z-00-DX1.48C303BB-5A23-4037-BD28-77629A8CD9DA.svs
Primary Tumor,bdd656db-67d2-42de-abbe-1b3b02c308c6,79bc5610-8e95-4d2d-a3e1-8cdb75398752.FPKM-UQ.txt.gz,TCGA-AC-A3BB,TCGA-AC-A3BB-01,TCGA-AC-A3BB-01A,TCGA-AC-A3BB-01Z,TCGA-AC-A3BB-01Z-00-DX1,TCGA-AC-A3BB-01Z-00-DX1.CE889249-2A5E-44DA-B04E-746BE82CD805.svs
Primary Tumor,0db30bac-3aa2-4baf-8725-d7717f93eecd,71de586e-9fef-4c8e-9c89-1936e9415ab3.FPKM-UQ.txt.gz,TCGA-AC-A3EH,TCGA-AC-A3EH-01,TCGA-AC-A3EH-01A,TCGA-AC-A3EH-01Z,TCGA-AC-A3EH-01Z-00-DX1,TCGA-AC-A3EH-01Z-00-DX1.30160436-4DE9-4F99-87E2-214E3CA47289.svs
Primary Tumor,1dac1191-cde7-4b47-b734-53eacbff2089,3067f41a-e3f1-47f5-9545-56d54fa75b98.FPKM-UQ.txt.gz,TCGA-AC-A3HN,TCGA-AC-A3HN-01,TCGA-AC-A3HN-01A,TCGA-AC-A3HN-01Z,TCGA-AC-A3HN-01Z-00-DX1,TCGA-AC-A3HN-01Z-00-DX1.1AA71B9B-1B61-41A9-91CF-B7649DEC189E.svs
Primary Tumor,77e73cc4-ff31-449e-8e3c-7ae5ce57838c,0000772b-773d-4cf8-8baf-0e1e6dbf55e8.FPKM-UQ.txt.gz,TCGA-AC-A3OD,TCGA-AC-A3OD-01,TCGA-AC-A3OD-01B,TCGA-AC-A3OD-01Z,TCGA-AC-A3OD-01Z-00-DX1,TCGA-AC-A3OD-01Z-00-DX1.E19B311B-BAB1-4CE8-9421-B49D5BE4537E.svs
Primary Tumor,23b99ddb-362f-48f3-9ba8-868367f7a037,46ee3218-2a1f-4d44-8706-d44d7e4b980d.FPKM-UQ.txt.gz,TCGA-AC-A3QP,TCGA-AC-A3QP-01,TCGA-AC-A3QP-01A,TCGA-AC-A3QP-01Z,TCGA-AC-A3QP-01Z-00-DX1,TCGA-AC-A3QP-01Z-00-DX1.4B97E53E-1069-40C5-A062-C988663B37DD.svs
Primary Tumor,e21b4729-0767-48b5-9ea4-f165ea53e5ec,eeff4d01-f161-423f-9d6d-d2d31cc69047.FPKM-UQ.txt.gz,TCGA-AC-A3QQ,TCGA-AC-A3QQ-01,TCGA-AC-A3QQ-01B,TCGA-AC-A3QQ-01Z,TCGA-AC-A3QQ-01Z-00-DX1,TCGA-AC-A3QQ-01Z-00-DX1.86463263-AB12-49FB-8967-D5FD1F7D221A.svs
Primary Tumor,b887dbff-9b9a-4041-8358-a41ffea00366,205e7e19-1169-41a2-ac34-f8e1088e1015.FPKM-UQ.txt.gz,TCGA-AC-A3TM,TCGA-AC-A3TM-01,TCGA-AC-A3TM-01A,TCGA-AC-A3TM-01Z,TCGA-AC-A3TM-01Z-00-DX1,TCGA-AC-A3TM-01Z-00-DX1.4421EE37-A2CC-4638-AC44-9C26CB09FDC1.svs
Primary Tumor,cc819ff5-65d8-4f6c-b03f-3755bf901c89,e4698729-7951-474d-b2d2-d0fbf6d5793f.FPKM-UQ.txt.gz,TCGA-AC-A3TN,TCGA-AC-A3TN-01,TCGA-AC-A3TN-01A,TCGA-AC-A3TN-01Z,TCGA-AC-A3TN-01Z-00-DX1,TCGA-AC-A3TN-01Z-00-DX1.F00E81C7-0CA2-49E8-A30F-DE423538E93C.svs
Primary Tumor,c2459b27-13a8-4210-bd96-2afe19ce91b2,e023c283-afcf-4334-b741-3dce8e98b0f6.FPKM-UQ.txt.gz,TCGA-AC-A3W5,TCGA-AC-A3W5-01,TCGA-AC-A3W5-01A,TCGA-AC-A3W5-01Z,TCGA-AC-A3W5-01Z-00-DX1,TCGA-AC-A3W5-01Z-00-DX1.522F702C-776E-45F1-84D3-1648DF04137C.svs
Primary Tumor,80a38a30-57d2-43db-aca5-53c94c394047,86d12b04-9652-4ddf-8e7f-056501d112d5.FPKM-UQ.txt.gz,TCGA-AC-A3W6,TCGA-AC-A3W6-01,TCGA-AC-A3W6-01A,TCGA-AC-A3W6-01Z,TCGA-AC-A3W6-01Z-00-DX1,TCGA-AC-A3W6-01Z-00-DX1.88CC534C-F032-4E5D-9CC4-4BB50AA46880.svs
Primary Tumor,c2f87d22-a471-4c2c-8165-e266780dec1e,54f95193-f419-44ce-b397-a67ef67786a4.FPKM-UQ.txt.gz,TCGA-AC-A3W7,TCGA-AC-A3W7-01,TCGA-AC-A3W7-01A,TCGA-AC-A3W7-01Z,TCGA-AC-A3W7-01Z-00-DX1,TCGA-AC-A3W7-01Z-00-DX1.189BB448-ECBA-4042-8A35-4B787271E8FE.svs
Primary Tumor,1da554d3-d50d-4210-886a-b750b33cf4de,93904035-e387-47e3-90f0-ea0d5f726dac.FPKM-UQ.txt.gz,TCGA-AC-A3YI,TCGA-AC-A3YI-01,TCGA-AC-A3YI-01A,TCGA-AC-A3YI-01Z,TCGA-AC-A3YI-01Z-00-DX1,TCGA-AC-A3YI-01Z-00-DX1.321C0A32-ABF9-48ED-8071-C6B1774E9F7B.svs
Primary Tumor,ff359352-0363-4024-a104-4161509ea8ac,406342c7-8231-4efb-a8dd-b65238aacd9b.FPKM-UQ.txt.gz,TCGA-AC-A3YJ,TCGA-AC-A3YJ-01,TCGA-AC-A3YJ-01A,TCGA-AC-A3YJ-01Z,TCGA-AC-A3YJ-01Z-00-DX1,TCGA-AC-A3YJ-01Z-00-DX1.8E665F69-FD8C-419A-871F-3AEE2E5A3A60.svs
Primary Tumor,78d8d568-9333-47f7-98e9-6ea7be8ed479,4533324a-901d-4c51-b653-706e25e59019.FPKM-UQ.txt.gz,TCGA-AC-A4ZE,TCGA-AC-A4ZE-01,TCGA-AC-A4ZE-01A,TCGA-AC-A4ZE-01Z,TCGA-AC-A4ZE-01Z-00-DX1,TCGA-AC-A4ZE-01Z-00-DX1.A9BB4DBC-4314-4A77-AA1C-0882DBC370F1.svs
Primary Tumor,f5de4fa6-a631-42cf-b260-412681ea4b93,a18f26c8-9497-4824-a5ba-7b192f4ca987.FPKM-UQ.txt.gz,TCGA-AC-A5EH,TCGA-AC-A5EH-01,TCGA-AC-A5EH-01A,TCGA-AC-A5EH-01Z,TCGA-AC-A5EH-01Z-00-DX1,TCGA-AC-A5EH-01Z-00-DX1.DF59B26B-379F-4047-B7AE-4493810D30A0.svs
Primary Tumor,ce3e22d7-0b52-45e3-b4e7-947af50074ac,762e3c02-fbce-4778-8d79-8fa732fd399e.FPKM-UQ.txt.gz,TCGA-AC-A5XS,TCGA-AC-A5XS-01,TCGA-AC-A5XS-01A,TCGA-AC-A5XS-01Z,TCGA-AC-A5XS-01Z-00-DX1,TCGA-AC-A5XS-01Z-00-DX1.E5F2481E-9314-4B20-84B7-370EF82AF4BB.svs
Primary Tumor,41956f32-8b00-47f0-9b0a-5402add79cbc,f597456d-8d98-457a-99d7-598d321fbdc9.FPKM-UQ.txt.gz,TCGA-AC-A5XU,TCGA-AC-A5XU-01,TCGA-AC-A5XU-01A,TCGA-AC-A5XU-01Z,TCGA-AC-A5XU-01Z-00-DX1,TCGA-AC-A5XU-01Z-00-DX1.1AEEFAAF-0906-4086-8022-13B689FAB9F5.svs
Primary Tumor,5b2e3ff7-a06e-4eef-b345-50739be33a0e,9838a921-f1fc-434a-abe3-d396e32c32b5.FPKM-UQ.txt.gz,TCGA-AC-A62V,TCGA-AC-A62V-01,TCGA-AC-A62V-01A,TCGA-AC-A62V-01Z,TCGA-AC-A62V-01Z-00-DX1,TCGA-AC-A62V-01Z-00-DX1.2D8994FD-58B8-43C1-B99D-AA964E7DFD60.svs
Primary Tumor,26cf31b1-6c7d-4192-9562-eacb3fe92d1f,6cb1791d-bda0-44de-ac3f-5405ba1ac5ec.FPKM-UQ.txt.gz,TCGA-AC-A62X,TCGA-AC-A62X-01,TCGA-AC-A62X-01A,TCGA-AC-A62X-01Z,TCGA-AC-A62X-01Z-00-DX1,TCGA-AC-A62X-01Z-00-DX1.36FDC9AA-4EBE-40E6-92C2-8471049171A4.svs
Primary Tumor,f06501a3-eb45-4466-ad68-4c970770e5c0,ca223822-8759-42a7-8058-ccd90a02320f.FPKM-UQ.txt.gz,TCGA-AC-A62Y,TCGA-AC-A62Y-01,TCGA-AC-A62Y-01A,TCGA-AC-A62Y-01Z,TCGA-AC-A62Y-01Z-00-DX1,TCGA-AC-A62Y-01Z-00-DX1.5075F4DA-488C-40AD-BD73-6DE8953E1864.svs
Primary Tumor,a5739ee3-1549-4d35-8cee-9c4d689cd909,53c56c46-1618-49ad-9155-46f46d6d3613.FPKM-UQ.txt.gz,TCGA-AC-A6IV,TCGA-AC-A6IV-01,TCGA-AC-A6IV-01A,TCGA-AC-A6IV-01Z,TCGA-AC-A6IV-01Z-00-DX1,TCGA-AC-A6IV-01Z-00-DX1.DA4F4B9F-9070-4B3A-996F-311E0A989FFB.svs
Primary Tumor,eb437609-7412-401a-b044-800516270118,471d762f-bd20-4665-9e2f-cc7ce8f94001.FPKM-UQ.txt.gz,TCGA-AC-A6IW,TCGA-AC-A6IW-01,TCGA-AC-A6IW-01A,TCGA-AC-A6IW-01Z,TCGA-AC-A6IW-01Z-00-DX1,TCGA-AC-A6IW-01Z-00-DX1.C4514189-E64F-4603-8970-230FA2BB77FC.svs
Primary Tumor,b4353ab0-6400-4073-a6f2-821ca3330ebf,2c0f0500-6dba-4195-9ce0-21ad15ea8c9a.FPKM-UQ.txt.gz,TCGA-AC-A6IX,TCGA-AC-A6IX-01,TCGA-AC-A6IX-01A,TCGA-AC-A6IX-01Z,TCGA-AC-A6IX-01Z-00-DX1,TCGA-AC-A6IX-01Z-00-DX1.45B63C4F-9DC3-4CED-9DF9-0F86E647BEA3.svs
Primary Tumor,55ffc990-2514-46e0-892d-72fb6a900a31,e29ce54a-49a1-47a8-82fd-7687cec0d1bb.FPKM-UQ.txt.gz,TCGA-AC-A6NO,TCGA-AC-A6NO-01,TCGA-AC-A6NO-01A,TCGA-AC-A6NO-01Z,TCGA-AC-A6NO-01Z-00-DX1,TCGA-AC-A6NO-01Z-00-DX1.61B7F48C-6D6E-4C1B-B236-DD130ECBDA9D.svs
Primary Tumor,bd7f0ae7-0dd0-4dcc-9638-79922581cdd2,ed925930-3cf2-4ba7-aa24-1bd7b8faadc4.FPKM-UQ.txt.gz,TCGA-AC-A7VB,TCGA-AC-A7VB-01,TCGA-AC-A7VB-01A,TCGA-AC-A7VB-01Z,TCGA-AC-A7VB-01Z-00-DX1,TCGA-AC-A7VB-01Z-00-DX1.62D7FDB3-280D-43B2-92EA-AB810384B0B7.svs
Primary Tumor,0f93edcc-688d-49f9-b59c-4415274f98cc,76f75946-4d85-415e-8602-d1153fe3e2c3.FPKM-UQ.txt.gz,TCGA-AC-A7VC,TCGA-AC-A7VC-01,TCGA-AC-A7VC-01A,TCGA-AC-A7VC-01Z,TCGA-AC-A7VC-01Z-00-DX1,TCGA-AC-A7VC-01Z-00-DX1.EB247544-EADE-419C-B7A7-BB9CC978336F.svs
Primary Tumor,cb83c099-6e75-4a6f-b95c-6371fb923c46,3f500570-271f-4da1-90d5-d60f353521e1.FPKM-UQ.txt.gz,TCGA-AC-A8OP,TCGA-AC-A8OP-01,TCGA-AC-A8OP-01A,TCGA-AC-A8OP-01Z,TCGA-AC-A8OP-01Z-00-DX1,TCGA-AC-A8OP-01Z-00-DX1.A2AF501D-7DCD-4BE7-93A4-EBCAF0C0D54E.svs
Primary Tumor,d2dcdfad-ab89-49f2-b16c-c2259dd6aa41,bb61735e-8207-42e2-95bb-3d2c8001595c.FPKM-UQ.txt.gz,TCGA-AC-A8OQ,TCGA-AC-A8OQ-01,TCGA-AC-A8OQ-01A,TCGA-AC-A8OQ-01Z,TCGA-AC-A8OQ-01Z-00-DX1,TCGA-AC-A8OQ-01Z-00-DX1.15946A44-711C-4765-AB46-5CFB7BD11E42.svs
Primary Tumor,dc4c7b1b-6342-4591-9758-8133add9b10e,1294d2f0-3a01-45b8-9e18-f5da4fbe8223.FPKM-UQ.txt.gz,TCGA-AC-A8OR,TCGA-AC-A8OR-01,TCGA-AC-A8OR-01A,TCGA-AC-A8OR-01Z,TCGA-AC-A8OR-01Z-00-DX1,TCGA-AC-A8OR-01Z-00-DX1.C9A35592-1E73-40D4-834A-46E3471D84A3.svs
Primary Tumor,e910a3ab-cd54-4acf-b5aa-427b6810457d,be5ceb98-a493-4cad-8bab-281342dea3d0.FPKM-UQ.txt.gz,TCGA-AC-A8OS,TCGA-AC-A8OS-01,TCGA-AC-A8OS-01A,TCGA-AC-A8OS-01Z,TCGA-AC-A8OS-01Z-00-DX1,TCGA-AC-A8OS-01Z-00-DX1.3FD44846-8BD2-4A7A-9A87-8D3D29C25F60.svs
Primary Tumor,56617ac9-eeeb-43d3-8d5c-bffa3dc98710,a720c6bf-6365-4e4b-8761-f5e1097fa711.FPKM-UQ.txt.gz,TCGA-AN-A03Y,TCGA-AN-A03Y-01,TCGA-AN-A03Y-01A,TCGA-AN-A03Y-01Z,TCGA-AN-A03Y-01Z-00-DX1,TCGA-AN-A03Y-01Z-00-DX1.074C48E5-ED69-40AE-8709-444898122BF4.svs
Primary Tumor,a0af2892-2ab5-46f8-abd3-889ee3459f0d,4eecfe47-e618-4f17-8a74-a91ebd259c88.FPKM-UQ.txt.gz,TCGA-AN-A041,TCGA-AN-A041-01,TCGA-AN-A041-01A,TCGA-AN-A041-01Z,TCGA-AN-A041-01Z-00-DX1,TCGA-AN-A041-01Z-00-DX1.96D3628B-FB6E-4A41-A5E8-8896B0657F1C.svs
Primary Tumor,81bd670c-397e-4dce-8823-2f1a4cf546c2,c98b8334-836a-4c3c-b149-b08a7256aa68.FPKM-UQ.txt.gz,TCGA-AN-A046,TCGA-AN-A046-01,TCGA-AN-A046-01A,TCGA-AN-A046-01Z,TCGA-AN-A046-01Z-00-DX1,TCGA-AN-A046-01Z-00-DX1.C529B94F-AFE3-4701-BC98-5D6EDF7B82C0.svs
Primary Tumor,f8cb0a69-7d4d-4ff9-aa73-9ac7c366d524,d6db49d6-d27c-412a-872e-2a53f9d2167c.FPKM-UQ.txt.gz,TCGA-AN-A0AJ,TCGA-AN-A0AJ-01,TCGA-AN-A0AJ-01A,TCGA-AN-A0AJ-01Z,TCGA-AN-A0AJ-01Z-00-DX1,TCGA-AN-A0AJ-01Z-00-DX1.74EE47B0-FE27-44CF-9355-C738DE1BD017.svs
Primary Tumor,b6163681-94ff-4d9f-82f1-77797d775886,da8cb4c3-4599-41d8-9f1e-6854d9996435.FPKM-UQ.txt.gz,TCGA-AN-A0AK,TCGA-AN-A0AK-01,TCGA-AN-A0AK-01A,TCGA-AN-A0AK-01Z,TCGA-AN-A0AK-01Z-00-DX1,TCGA-AN-A0AK-01Z-00-DX1.4B410152-8588-4000-870A-B31B21161015.svs
Primary Tumor,60fe1cfb-789b-44ea-b650-848d4c6c69a6,67943973-e57a-4285-bd6e-995053d23fe0.FPKM-UQ.txt.gz,TCGA-AN-A0AL,TCGA-AN-A0AL-01,TCGA-AN-A0AL-01A,TCGA-AN-A0AL-01Z,TCGA-AN-A0AL-01Z-00-DX1,TCGA-AN-A0AL-01Z-00-DX1.D9E446A3-175F-4242-AFC1-78FFE3FC9AC4.svs
Primary Tumor,77c380f6-e6d4-4f87-b121-9813eab9ab60,b8e564b0-affd-4137-a10c-be4fe254a905.FPKM-UQ.txt.gz,TCGA-AN-A0AM,TCGA-AN-A0AM-01,TCGA-AN-A0AM-01A,TCGA-AN-A0AM-01Z,TCGA-AN-A0AM-01Z-00-DX1,TCGA-AN-A0AM-01Z-00-DX1.169CE39A-DD54-46D8-8D03-60B69A473CDB.svs
Primary Tumor,c535b134-67bc-46a5-ac01-bf6366cee49e,e1b5d397-c4e0-4f6a-8ee2-7224a7195223.FPKM-UQ.txt.gz,TCGA-AN-A0AR,TCGA-AN-A0AR-01,TCGA-AN-A0AR-01A,TCGA-AN-A0AR-01Z,TCGA-AN-A0AR-01Z-00-DX1,TCGA-AN-A0AR-01Z-00-DX1.0CF1267E-C61B-4928-875E-59032F838F07.svs
Primary Tumor,76395a0c-0baf-4175-9c23-0819bac33c4a,aae31d67-6d6a-4150-be3f-67d98b16abbc.FPKM-UQ.txt.gz,TCGA-AN-A0AS,TCGA-AN-A0AS-01,TCGA-AN-A0AS-01A,TCGA-AN-A0AS-01Z,TCGA-AN-A0AS-01Z-00-DX1,TCGA-AN-A0AS-01Z-00-DX1.51E551E9-E5F4-4C94-9B25-71DA41109E92.svs
Primary Tumor,5ca495ec-9a3b-4e11-ae89-501b5eb67a2d,c45fe186-f0ba-4017-a8f6-a511c1b000eb.FPKM-UQ.txt.gz,TCGA-AN-A0AT,TCGA-AN-A0AT-01,TCGA-AN-A0AT-01A,TCGA-AN-A0AT-01Z,TCGA-AN-A0AT-01Z-00-DX1,TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD.svs
Primary Tumor,ccb15017-295b-4e31-9b54-1e31d7ba8809,53a59278-dd3f-4678-bbee-a7c9aacff1a5.FPKM-UQ.txt.gz,TCGA-AN-A0FD,TCGA-AN-A0FD-01,TCGA-AN-A0FD-01A,TCGA-AN-A0FD-01Z,TCGA-AN-A0FD-01Z-00-DX1,TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425.svs
Primary Tumor,d7684a62-120a-4598-b736-d152b55763f4,1968f4d3-ab4e-47f5-ae81-41b42fbd7da7.FPKM-UQ.txt.gz,TCGA-AN-A0FF,TCGA-AN-A0FF-01,TCGA-AN-A0FF-01A,TCGA-AN-A0FF-01Z,TCGA-AN-A0FF-01Z-00-DX1,TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66.svs
Primary Tumor,192ef3d7-3bad-4b55-bcc8-c2c74eb211e7,5525258b-a896-4735-bcfb-63db002189e3.FPKM-UQ.txt.gz,TCGA-AN-A0FJ,TCGA-AN-A0FJ-01,TCGA-AN-A0FJ-01A,TCGA-AN-A0FJ-01Z,TCGA-AN-A0FJ-01Z-00-DX1,TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC.svs
Primary Tumor,11ca92a7-ae9e-4c77-9845-2dbfafc1e735,6cec6969-b8e2-4d99-a833-7c6b1ca08179.FPKM-UQ.txt.gz,TCGA-AN-A0FK,TCGA-AN-A0FK-01,TCGA-AN-A0FK-01A,TCGA-AN-A0FK-01Z,TCGA-AN-A0FK-01Z-00-DX1,TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1.svs
Primary Tumor,54bf05f9-73fc-43f4-acbe-27dcf5f94c2c,68872445-c6f8-4e6a-b0b3-dcaa53e70e56.FPKM-UQ.txt.gz,TCGA-AN-A0FL,TCGA-AN-A0FL-01,TCGA-AN-A0FL-01A,TCGA-AN-A0FL-01Z,TCGA-AN-A0FL-01Z-00-DX1,TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9.svs
Primary Tumor,4b747668-9d36-432f-8417-b7f5fe4b262c,9c407021-6996-4654-9103-c4ae5d65ca9d.FPKM-UQ.txt.gz,TCGA-AN-A0FN,TCGA-AN-A0FN-01,TCGA-AN-A0FN-01A,TCGA-AN-A0FN-01Z,TCGA-AN-A0FN-01Z-00-DX1,TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2.svs
Primary Tumor,795b5c68-aab3-48a7-8358-16cf532ee14d,638fedeb-ba58-471c-8a1d-57d4e798c840.FPKM-UQ.txt.gz,TCGA-AN-A0FS,TCGA-AN-A0FS-01,TCGA-AN-A0FS-01A,TCGA-AN-A0FS-01Z,TCGA-AN-A0FS-01Z-00-DX1,TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8.svs
Primary Tumor,805e2c71-2b92-428e-b975-95f8ceea8a5e,4fe7951d-87fd-49b7-91d6-1d455415daa1.FPKM-UQ.txt.gz,TCGA-AN-A0FT,TCGA-AN-A0FT-01,TCGA-AN-A0FT-01A,TCGA-AN-A0FT-01Z,TCGA-AN-A0FT-01Z-00-DX1,TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F.svs
Primary Tumor,dbd61c12-bd0b-4c71-b3dd-65f8bb37dd0d,0f8ed930-950b-4bae-a02d-e598b74bd82b.FPKM-UQ.txt.gz,TCGA-AN-A0FV,TCGA-AN-A0FV-01,TCGA-AN-A0FV-01A,TCGA-AN-A0FV-01Z,TCGA-AN-A0FV-01Z-00-DX1,TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264.svs
Primary Tumor,cd7e01a8-311a-4bed-9ea3-33ccd605ece2,6328270d-55e5-4e9a-be5e-c0e2a888f128.FPKM-UQ.txt.gz,TCGA-AN-A0FW,TCGA-AN-A0FW-01,TCGA-AN-A0FW-01A,TCGA-AN-A0FW-01Z,TCGA-AN-A0FW-01Z-00-DX1,TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04.svs
Primary Tumor,388f6ae4-1137-41f2-8d9d-9c6ea6f4c3c8,4090ee76-ffc3-4b6b-9be5-53855d453e88.FPKM-UQ.txt.gz,TCGA-AN-A0FX,TCGA-AN-A0FX-01,TCGA-AN-A0FX-01A,TCGA-AN-A0FX-01Z,TCGA-AN-A0FX-01Z-00-DX1,TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539.svs
Primary Tumor,1060801e-4cbb-4566-a8f6-5e009893fd8a,a5de7a1d-cbce-4e2f-99bd-9b72e9f9405a.FPKM-UQ.txt.gz,TCGA-AN-A0FY,TCGA-AN-A0FY-01,TCGA-AN-A0FY-01A,TCGA-AN-A0FY-01Z,TCGA-AN-A0FY-01Z-00-DX1,TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066.svs
Primary Tumor,cd24eba4-f8bb-4b82-89e0-c49a77776381,1fbc7c43-62b9-4f70-8f26-fbe1900e386b.FPKM-UQ.txt.gz,TCGA-AN-A0FZ,TCGA-AN-A0FZ-01,TCGA-AN-A0FZ-01A,TCGA-AN-A0FZ-01Z,TCGA-AN-A0FZ-01Z-00-DX1,TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA.svs
Primary Tumor,249343eb-685b-49b5-adc8-de221da51af7,4253d955-2f01-4657-909e-756c899dd81d.FPKM-UQ.txt.gz,TCGA-AN-A0G0,TCGA-AN-A0G0-01,TCGA-AN-A0G0-01A,TCGA-AN-A0G0-01Z,TCGA-AN-A0G0-01Z-00-DX1,TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F.svs
