Sample_Type,RNA_File_ID,RNA_File_Name,Case_ID,Sample_ID,RNA_Sample_ID,Slide_Sample_ID,Slide_ID,Slide_File_Name
Primary Tumor,1080e291-fc2f-4a93-a2c7-3002c014acd7,89898350-742a-4b99-b1b0-4db42205fdba.FPKM-UQ.txt.gz,TCGA-BH-A18M,TCGA-BH-A18M-01,TCGA-BH-A18M-01A,TCGA-BH-A18M-01Z,TCGA-BH-A18M-01Z-00-DX1,TCGA-BH-A18M-01Z-00-DX1.56E6935A-62CB-4CBE-BDCA-60DA56422CE0.svs
Primary Tumor,a901f435-7524-477c-84cd-e1c41821adb1,892b14a6-b2b6-4860-a7fc-f65beac8530e.FPKM-UQ.txt.gz,TCGA-BH-A18N,TCGA-BH-A18N-01,TCGA-BH-A18N-01A,TCGA-BH-A18N-01Z,TCGA-BH-A18N-01Z-00-DX1,TCGA-BH-A18N-01Z-00-DX1.FE0E24A1-8AE9-4021-B9C7-B408EE0DE329.svs
Primary Tumor,035821a1-8846-4727-b9a0-a2362a797712,2d721010-840f-4ca7-b41c-6792385b410d.FPKM-UQ.txt.gz,TCGA-BH-A18P,TCGA-BH-A18P-01,TCGA-BH-A18P-01A,TCGA-BH-A18P-01Z,TCGA-BH-A18P-01Z-00-DX1,TCGA-BH-A18P-01Z-00-DX1.C66642D3-BE44-4D65-B4AE-C1C3D959D22C.svs
Primary Tumor,864d6630-3b04-4ada-93ad-cf7a898e05e6,9ad28472-32f0-4cb5-ba51-17d3e75fe85d.FPKM-UQ.txt.gz,TCGA-BH-A18Q,TCGA-BH-A18Q-01,TCGA-BH-A18Q-01A,TCGA-BH-A18Q-01Z,TCGA-BH-A18Q-01Z-00-DX1,TCGA-BH-A18Q-01Z-00-DX1.E89E49C7-D62A-4408-A3D9-19E79FCB249E.svs
Primary Tumor,5ddb9d24-5499-450b-a34c-2351cce8fb87,519e5c0f-8649-4676-8618-79cdc1770de0.FPKM-UQ.txt.gz,TCGA-BH-A18R,TCGA-BH-A18R-01,TCGA-BH-A18R-01A,TCGA-BH-A18R-01Z,TCGA-BH-A18R-01Z-00-DX1,TCGA-BH-A18R-01Z-00-DX1.07E6FA7F-5072-4327-9982-A40F010B7532.svs
Primary Tumor,ff608da2-4509-4b5e-8e77-82f82581ccaf,84bf2e9a-56a4-49ba-bbb9-ad931c77e117.FPKM-UQ.txt.gz,TCGA-BH-A18S,TCGA-BH-A18S-01,TCGA-BH-A18S-01A,TCGA-BH-A18S-01Z,TCGA-BH-A18S-01Z-00-DX1,TCGA-BH-A18S-01Z-00-DX1.B36FC684-0010-4ABB-9E25-303C8DF1C4E2.svs
Primary Tumor,de6bce34-5be8-4c72-a4b8-c91e98434d46,efab89c4-921c-4b89-9bff-78c1cf10417d.FPKM-UQ.txt.gz,TCGA-BH-A18T,TCGA-BH-A18T-01,TCGA-BH-A18T-01A,TCGA-BH-A18T-01Z,TCGA-BH-A18T-01Z-00-DX1,TCGA-BH-A18T-01Z-00-DX1.90123A74-F631-4538-AB2E-4076486ADF88.svs
Primary Tumor,1cecc85d-b991-4f0b-8ea9-bdee8d71cf49,d5887901-f651-47bf-a6e3-6656e48588c9.FPKM-UQ.txt.gz,TCGA-BH-A18U,TCGA-BH-A18U-01,TCGA-BH-A18U-01A,TCGA-BH-A18U-01Z,TCGA-BH-A18U-01Z-00-DX1,TCGA-BH-A18U-01Z-00-DX1.63940315-59BC-462B-87A8-2BBB33C9503E.svs
Primary Tumor,5e84add8-a0fc-4f92-a52e-fd2e14b23159,8e21887e-f3ca-4c2c-819a-538952264c23.FPKM-UQ.txt.gz,TCGA-BH-A18V,TCGA-BH-A18V-01,TCGA-BH-A18V-01A,TCGA-BH-A18V-01Z,TCGA-BH-A18V-01Z-00-DX1,TCGA-BH-A18V-01Z-00-DX1.7797760A-05CD-436E-97DA-31D6201F943B.svs
Primary Tumor,a0678abb-a26a-43c3-9da4-0bc222abfcbd,9f90bbb9-173f-4dad-a5d2-0e07a7481099.FPKM-UQ.txt.gz,TCGA-BH-A1EN,TCGA-BH-A1EN-01,TCGA-BH-A1EN-01A,TCGA-BH-A1EN-01Z,TCGA-BH-A1EN-01Z-00-DX1,TCGA-BH-A1EN-01Z-00-DX1.F535657F-E2FA-4283-87AE-7DAB663B196B.svs
Primary Tumor,3aa439f8-c9f1-4d5d-ac53-29883434932d,f828b2e0-2ad4-4669-9f1e-2ef2dd74706d.FPKM-UQ.txt.gz,TCGA-BH-A1EO,TCGA-BH-A1EO-01,TCGA-BH-A1EO-01A,TCGA-BH-A1EO-01Z,TCGA-BH-A1EO-01Z-00-DX1,TCGA-BH-A1EO-01Z-00-DX1.0E624888-D7E4-48DF-B51A-9AD8F75A66B7.svs
Primary Tumor,8a4b4f22-b5b0-4936-b229-8fab9ebf171d,c6a5effb-1af8-4eab-91cc-9de7780d6249.FPKM-UQ.txt.gz,TCGA-BH-A1ES,TCGA-BH-A1ES-01,TCGA-BH-A1ES-01A,TCGA-BH-A1ES-01Z,TCGA-BH-A1ES-01Z-00-DX1,TCGA-BH-A1ES-01Z-00-DX1.C54C809F-748F-4BB0-B018-A8A83A4134C0.svs
Primary Tumor,3cce3975-dfdb-490f-b086-4f8f049326a2,8fd4ceba-6ad2-4726-bf8b-f0316640305c.FPKM-UQ.txt.gz,TCGA-BH-A1ET,TCGA-BH-A1ET-01,TCGA-BH-A1ET-01A,TCGA-BH-A1ET-01Z,TCGA-BH-A1ET-01Z-00-DX1,TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2.svs
Primary Tumor,e44d46c7-c274-40c2-a014-73918198226b,8970e6da-5904-483d-8770-0ede67f98cf4.FPKM-UQ.txt.gz,TCGA-BH-A1EU,TCGA-BH-A1EU-01,TCGA-BH-A1EU-01A,TCGA-BH-A1EU-01Z,TCGA-BH-A1EU-01Z-00-DX1,TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1.svs
Primary Tumor,73d847b7-423f-4914-bb3f-f7cea6ea16ae,20ff57b5-eeb2-4312-a5e0-11ac8c8d573a.FPKM-UQ.txt.gz,TCGA-BH-A1EV,TCGA-BH-A1EV-01,TCGA-BH-A1EV-01A,TCGA-BH-A1EV-01Z,TCGA-BH-A1EV-01Z-00-DX1,TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F.svs
Primary Tumor,0c50654c-022d-4069-994f-8bc3b6d57fd1,b5086d62-fa3b-41ad-b0dc-e7c45b726bf7.FPKM-UQ.txt.gz,TCGA-BH-A1EW,TCGA-BH-A1EW-01,TCGA-BH-A1EW-01A,TCGA-BH-A1EW-01Z,TCGA-BH-A1EW-01Z-00-DX1,TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681.svs
Primary Tumor,2fe9e43e-4076-4116-a044-9b25a2e2a3c7,a3b9677e-a154-41f1-857c-4cd5244b77c3.FPKM-UQ.txt.gz,TCGA-BH-A1EX,TCGA-BH-A1EX-01,TCGA-BH-A1EX-01A,TCGA-BH-A1EX-01Z,TCGA-BH-A1EX-01Z-00-DX1,TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D.svs
Primary Tumor,dd98bf96-baf2-4b29-83d6-60f24c242914,995dbed7-f7be-48fc-be3f-6d24f6639b70.FPKM-UQ.txt.gz,TCGA-BH-A1EY,TCGA-BH-A1EY-01,TCGA-BH-A1EY-01A,TCGA-BH-A1EY-01Z,TCGA-BH-A1EY-01Z-00-DX1,TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307.svs
Primary Tumor,429d19c5-e525-4606-955c-3737c3910b23,b8dffd2d-f096-48d2-bf27-1e8c0ae526de.FPKM-UQ.txt.gz,TCGA-BH-A1F0,TCGA-BH-A1F0-01,TCGA-BH-A1F0-01A,TCGA-BH-A1F0-01Z,TCGA-BH-A1F0-01Z-00-DX1,TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF.svs
Primary Tumor,f13efa78-3c5b-4764-bac4-ee1bf7cebf39,95c9a871-c81b-4a30-92a4-9227a0058553.FPKM-UQ.txt.gz,TCGA-BH-A1F2,TCGA-BH-A1F2-01,TCGA-BH-A1F2-01A,TCGA-BH-A1F2-01Z,TCGA-BH-A1F2-01Z-00-DX1,TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B.svs
Primary Tumor,ca1d6ddd-0558-49ee-b00a-2b7c16b376e4,381e2cf8-6fd4-4561-a881-683bfed6b1f8.FPKM-UQ.txt.gz,TCGA-BH-A1F5,TCGA-BH-A1F5-01,TCGA-BH-A1F5-01A,TCGA-BH-A1F5-01Z,TCGA-BH-A1F5-01Z-00-DX1,TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B.svs
Primary Tumor,294706d6-0a91-487c-9c17-d9836cb37489,5ec8fcf2-85bc-4c30-9329-62b1cc47b67f.FPKM-UQ.txt.gz,TCGA-BH-A1F6,TCGA-BH-A1F6-01,TCGA-BH-A1F6-01A,TCGA-BH-A1F6-01Z,TCGA-BH-A1F6-01Z-00-DX1,TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579.svs
Primary Tumor,f0e6c47d-0f10-4d1e-8ec0-54d9fefabcd1,9c67b11d-1bac-446f-8bd7-ca34b7bc2ad6.FPKM-UQ.txt.gz,TCGA-BH-A1F8,TCGA-BH-A1F8-01,TCGA-BH-A1F8-01A,TCGA-BH-A1F8-01Z,TCGA-BH-A1F8-01Z-00-DX1,TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B.svs
Primary Tumor,2c623cbb-c1a2-48d0-acc0-c838dfaf60b9,0404b823-fd3c-47dd-9861-0f9f01a02d2e.FPKM-UQ.txt.gz,TCGA-BH-A1FB,TCGA-BH-A1FB-01,TCGA-BH-A1FB-01A,TCGA-BH-A1FB-01Z,TCGA-BH-A1FB-01Z-00-DX1,TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C.svs
Primary Tumor,4e5524c8-098a-43d9-aeb8-fdac5ae84f1b,a4c7b6e8-ed30-42b2-9daa-0cf0b9d59259.FPKM-UQ.txt.gz,TCGA-BH-A1FC,TCGA-BH-A1FC-01,TCGA-BH-A1FC-01A,TCGA-BH-A1FC-01Z,TCGA-BH-A1FC-01Z-00-DX1,TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015.svs
Primary Tumor,023bb073-a26c-48de-ae6b-561daf822794,0d6f8d7e-2709-41be-a986-163c3763724d.FPKM-UQ.txt.gz,TCGA-BH-A1FE,TCGA-BH-A1FE-01,TCGA-BH-A1FE-01A,TCGA-BH-A1FE-01Z,TCGA-BH-A1FE-01Z-00-DX1,TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B.svs
Primary Tumor,71fe80f5-16fa-44c3-8580-8b003079da51,6c6c01b5-ee5b-4ef0-a44f-2b982033fe4c.FPKM-UQ.txt.gz,TCGA-BH-A1FG,TCGA-BH-A1FG-01,TCGA-BH-A1FG-01A,TCGA-BH-A1FG-01Z,TCGA-BH-A1FG-01Z-00-DX1,TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B.svs
Primary Tumor,48964bd6-1f77-44fb-9dfc-22ec492179c5,512b0f65-4ee9-4d01-b453-075499fe9d83.FPKM-UQ.txt.gz,TCGA-BH-A1FH,TCGA-BH-A1FH-01,TCGA-BH-A1FH-01A,TCGA-BH-A1FH-01Z,TCGA-BH-A1FH-01Z-00-DX1,TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2.svs
Primary Tumor,077fea19-4ffc-4bf4-b93f-bea5c270186c,39b74af5-8b63-4788-b05f-d1696605afdc.FPKM-UQ.txt.gz,TCGA-BH-A1FJ,TCGA-BH-A1FJ-01,TCGA-BH-A1FJ-01A,TCGA-BH-A1FJ-01Z,TCGA-BH-A1FJ-01Z-00-DX1,TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3.svs
Primary Tumor,9f5edd8b-6e27-4236-8830-a4b3589fb6bb,b02d1d2d-13e3-4246-ba2f-ae22d934c776.FPKM-UQ.txt.gz,TCGA-BH-A1FL,TCGA-BH-A1FL-01,TCGA-BH-A1FL-01A,TCGA-BH-A1FL-01Z,TCGA-BH-A1FL-01Z-00-DX1,TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3.svs
Primary Tumor,ac224fe7-7a19-4bd5-bf9e-3c3413f4eb03,36bcb602-58b0-4731-8d2c-090eaac15d29.FPKM-UQ.txt.gz,TCGA-BH-A1FM,TCGA-BH-A1FM-01,TCGA-BH-A1FM-01A,TCGA-BH-A1FM-01Z,TCGA-BH-A1FM-01Z-00-DX1,TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD.svs
Primary Tumor,427e81b7-b7e1-4883-a8ce-dc5e311b5e1e,fe613719-8ab9-4a9b-9db9-dd5d473d2a1c.FPKM-UQ.txt.gz,TCGA-BH-A1FN,TCGA-BH-A1FN-01,TCGA-BH-A1FN-01A,TCGA-BH-A1FN-01Z,TCGA-BH-A1FN-01Z-00-DX1,TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7.svs
Primary Tumor,9590f258-26f7-4dd8-a1c6-3195a416a913,ff850c31-bb15-47a2-bd3d-2590ca013e68.FPKM-UQ.txt.gz,TCGA-BH-A1FR,TCGA-BH-A1FR-01,TCGA-BH-A1FR-01A,TCGA-BH-A1FR-01Z,TCGA-BH-A1FR-01Z-00-DX1,TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7.svs
Primary Tumor,7bece3ce-c15e-43bc-9817-d3da20b99c84,bcf137e8-156d-4609-8b1b-9a9b379aa2ce.FPKM-UQ.txt.gz,TCGA-BH-A1FU,TCGA-BH-A1FU-01,TCGA-BH-A1FU-01A,TCGA-BH-A1FU-01Z,TCGA-BH-A1FU-01Z-00-DX1,TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267.svs
Primary Tumor,8f62ca2f-e5d5-4867-ae91-e2de2565d53a,17466fb1-5b0f-4872-a7fb-448a1057a32e.FPKM-UQ.txt.gz,TCGA-BH-A201,TCGA-BH-A201-01,TCGA-BH-A201-01A,TCGA-BH-A201-01Z,TCGA-BH-A201-01Z-00-DX1,TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2.svs
Primary Tumor,3bc21381-f4f7-4dfa-9d77-21266600dc0a,30621023-91a3-4b13-bc10-922491b5f9d3.FPKM-UQ.txt.gz,TCGA-BH-A202,TCGA-BH-A202-01,TCGA-BH-A202-01A,TCGA-BH-A202-01Z,TCGA-BH-A202-01Z-00-DX1,TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB.svs
Primary Tumor,5235744f-486a-4c4f-bce4-4204ba27cd7d,2de4e8e1-2f87-43ca-aba6-19720e119397.FPKM-UQ.txt.gz,TCGA-BH-A203,TCGA-BH-A203-01,TCGA-BH-A203-01A,TCGA-BH-A203-01Z,TCGA-BH-A203-01Z-00-DX1,TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855.svs
Primary Tumor,616cd7a8-552d-41d1-b102-3ce5e130d969,f12fbfdf-efd4-462a-a34c-8c01947bfb78.FPKM-UQ.txt.gz,TCGA-BH-A204,TCGA-BH-A204-01,TCGA-BH-A204-01A,TCGA-BH-A204-01Z,TCGA-BH-A204-01Z-00-DX1,TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F.svs
Primary Tumor,9c66ee03-6c20-4e44-95bd-bdaadfc08c21,8d13e259-238e-4d2f-b9d3-4cffd4302abb.FPKM-UQ.txt.gz,TCGA-BH-A208,TCGA-BH-A208-01,TCGA-BH-A208-01A,TCGA-BH-A208-01Z,TCGA-BH-A208-01Z-00-DX1,TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9.svs
Primary Tumor,74ca08cc-429a-4b79-8f40-807959b3b98b,0d6bb28b-f5d1-4847-9aa9-bd58af1a7198.FPKM-UQ.txt.gz,TCGA-BH-A209,TCGA-BH-A209-01,TCGA-BH-A209-01A,TCGA-BH-A209-01Z,TCGA-BH-A209-01Z-00-DX1,TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B.svs
Primary Tumor,89c2a76e-3783-41d8-b411-1977d52f3640,8acd201e-0b81-4787-8365-1e52c4c7ac6e.FPKM-UQ.txt.gz,TCGA-BH-A28O,TCGA-BH-A28O-01,TCGA-BH-A28O-01A,TCGA-BH-A28O-01Z,TCGA-BH-A28O-01Z-00-DX1,TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E.svs
Primary Tumor,9d6e20c7-2275-42c3-bac8-b81dafd038d1,78e16228-2d9f-4e19-bbd2-b0bb85e8faa2.FPKM-UQ.txt.gz,TCGA-BH-A28Q,TCGA-BH-A28Q-01,TCGA-BH-A28Q-01A,TCGA-BH-A28Q-01Z,TCGA-BH-A28Q-01Z-00-DX1,TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D.svs
Primary Tumor,70963a06-8f9c-4a03-a254-9fd291dde613,d63d0968-a63b-4d2e-96e2-9ba2129d8288.FPKM-UQ.txt.gz,TCGA-BH-A2L8,TCGA-BH-A2L8-01,TCGA-BH-A2L8-01A,TCGA-BH-A2L8-01Z,TCGA-BH-A2L8-01Z-00-DX1,TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56.svs
Primary Tumor,dc31ad74-de04-4077-90f7-7fa5fcaafb5f,61af99a7-ead9-4107-9979-5a8ca85c2020.FPKM-UQ.txt.gz,TCGA-BH-A42T,TCGA-BH-A42T-01,TCGA-BH-A42T-01A,TCGA-BH-A42T-01Z,TCGA-BH-A42T-01Z-00-DX1,TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B.svs
Primary Tumor,158cd685-a138-40ba-bbef-183622b5b51b,56b1cfde-d0f9-472f-bb70-f1fd1f6fa7a4.FPKM-UQ.txt.gz,TCGA-BH-A42U,TCGA-BH-A42U-01,TCGA-BH-A42U-01A,TCGA-BH-A42U-01Z,TCGA-BH-A42U-01Z-00-DX1,TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE.svs
Primary Tumor,647c5ec5-7ef2-4119-94c2-08c28821ad84,a148bcd0-e03e-4d86-a0b3-668cad2a9312.FPKM-UQ.txt.gz,TCGA-BH-A42V,TCGA-BH-A42V-01,TCGA-BH-A42V-01A,TCGA-BH-A42V-01Z,TCGA-BH-A42V-01Z-00-DX1,TCGA-BH-A42V-01Z-00-DX1.B6D78256-05D1-45FA-826A-1B8554D60B7D.svs
Primary Tumor,8ae29e04-d836-4652-a5f1-ba1b2033f2f9,5fbebc46-bcba-4712-9fc7-4477c1332381.FPKM-UQ.txt.gz,TCGA-BH-A5IZ,TCGA-BH-A5IZ-01,TCGA-BH-A5IZ-01A,TCGA-BH-A5IZ-01Z,TCGA-BH-A5IZ-01Z-00-DX1,TCGA-BH-A5IZ-01Z-00-DX1.6C871030-82E1-463E-A67B-976A5F3DCDB2.svs
Primary Tumor,38717927-18f8-42d0-8209-53551b11ed04,63a5626e-aca1-4920-b101-eb5a66373fc0.FPKM-UQ.txt.gz,TCGA-BH-A5J0,TCGA-BH-A5J0-01,TCGA-BH-A5J0-01A,TCGA-BH-A5J0-01Z,TCGA-BH-A5J0-01Z-00-DX1,TCGA-BH-A5J0-01Z-00-DX1.73CFBC85-8449-48FF-86F8-D4D49A90498B.svs
Primary Tumor,937d806e-1731-49b6-82ff-edc5af1dec49,b44cdb13-1812-4bf6-825e-edae5bc5376a.FPKM-UQ.txt.gz,TCGA-C8-A12K,TCGA-C8-A12K-01,TCGA-C8-A12K-01A,TCGA-C8-A12K-01Z,TCGA-C8-A12K-01Z-00-DX1,TCGA-C8-A12K-01Z-00-DX1.D71C7974-65F7-4EF0-8FFB-9F27CEC85242.svs
Primary Tumor,12827fc8-fc4f-4c1e-8339-8e7b8948972a,3bb2c361-dc3f-431f-87d1-e2fd1ff4939a.FPKM-UQ.txt.gz,TCGA-C8-A12L,TCGA-C8-A12L-01,TCGA-C8-A12L-01A,TCGA-C8-A12L-01Z,TCGA-C8-A12L-01Z-00-DX1,TCGA-C8-A12L-01Z-00-DX1.01863BE4-F4AB-45DE-894A-46544777C519.svs
Primary Tumor,b3234705-b587-409b-ae69-7a622582c9b9,0733fd68-9cd5-440a-a849-fb14ef76c00d.FPKM-UQ.txt.gz,TCGA-C8-A12M,TCGA-C8-A12M-01,TCGA-C8-A12M-01A,TCGA-C8-A12M-01Z,TCGA-C8-A12M-01Z-00-DX1,TCGA-C8-A12M-01Z-00-DX1.0C5F2DED-873F-4C86-97A2-2AA76A6236DF.svs
Primary Tumor,9922d441-e400-4bf4-9817-cecf446a38e9,36d40974-4d4f-4726-b98f-1ceab329d0bf.FPKM-UQ.txt.gz,TCGA-C8-A12N,TCGA-C8-A12N-01,TCGA-C8-A12N-01A,TCGA-C8-A12N-01Z,TCGA-C8-A12N-01Z-00-DX1,TCGA-C8-A12N-01Z-00-DX1.8E50110E-A6C0-496F-B44E-7190096C113E.svs
Primary Tumor,e600900f-8901-4e59-b5b7-0f06baa324d7,23f8f5e2-25b8-4b43-b939-66e7e3f55977.FPKM-UQ.txt.gz,TCGA-C8-A12O,TCGA-C8-A12O-01,TCGA-C8-A12O-01A,TCGA-C8-A12O-01Z,TCGA-C8-A12O-01Z-00-DX1,TCGA-C8-A12O-01Z-00-DX1.A77E552B-7B69-45B7-B341-A03571F2A06C.svs
Primary Tumor,48a8a786-a3e7-4fbf-ac31-22e870273d25,6515c0f7-2334-4bad-bde7-b562f5f67148.FPKM-UQ.txt.gz,TCGA-C8-A12P,TCGA-C8-A12P-01,TCGA-C8-A12P-01A,TCGA-C8-A12P-01Z,TCGA-C8-A12P-01Z-00-DX1,TCGA-C8-A12P-01Z-00-DX1.670B5DE8-07B0-4E4C-93FA-FA3DFFCCE50D.svs
Primary Tumor,4c952ec4-67bb-4747-b340-03c0d509aeaa,fa3d5856-e25b-4d4e-94ac-f524dc8a4cf5.FPKM-UQ.txt.gz,TCGA-C8-A12Q,TCGA-C8-A12Q-01,TCGA-C8-A12Q-01A,TCGA-C8-A12Q-01Z,TCGA-C8-A12Q-01Z-00-DX1,TCGA-C8-A12Q-01Z-00-DX1.CE74E5B7-FD30-4CBE-8716-ECCF2213AAC3.svs
Primary Tumor,205a7b80-f28e-499d-90d4-a88c08f5e904,e1353694-9f60-442a-a164-5b2aca82419a.FPKM-UQ.txt.gz,TCGA-C8-A12T,TCGA-C8-A12T-01,TCGA-C8-A12T-01A,TCGA-C8-A12T-01Z,TCGA-C8-A12T-01Z-00-DX1,TCGA-C8-A12T-01Z-00-DX1.EF628C26-C570-4D15-A0C0-58B2CC40ABFC.svs
Primary Tumor,0de54c69-8255-4375-a841-976afaf9af59,0abe1897-c3a9-47e5-8a59-e5a2232b23db.FPKM-UQ.txt.gz,TCGA-C8-A12U,TCGA-C8-A12U-01,TCGA-C8-A12U-01A,TCGA-C8-A12U-01Z,TCGA-C8-A12U-01Z-00-DX1,TCGA-C8-A12U-01Z-00-DX1.8E90FC9F-630E-4611-A5D2-D6F11DBE81EF.svs
Primary Tumor,3f4124da-acdc-4f02-8a71-809d79150079,54401c2a-7124-42b7-90d8-6267575bce51.FPKM-UQ.txt.gz,TCGA-C8-A12V,TCGA-C8-A12V-01,TCGA-C8-A12V-01A,TCGA-C8-A12V-01Z,TCGA-C8-A12V-01Z-00-DX1,TCGA-C8-A12V-01Z-00-DX1.84B29360-B87B-4648-A697-B6610336C2BB.svs
Primary Tumor,2a2aa994-2de3-4f0a-825a-56da934d939d,dc322491-2407-401e-a422-96be40d6518f.FPKM-UQ.txt.gz,TCGA-C8-A12W,TCGA-C8-A12W-01,TCGA-C8-A12W-01A,TCGA-C8-A12W-01Z,TCGA-C8-A12W-01Z-00-DX1,TCGA-C8-A12W-01Z-00-DX1.3727E7BB-831E-42DB-B5CB-F2D7C649290F.svs
Primary Tumor,745f193f-4054-46a2-8526-7324257a5798,2627073d-a532-4d75-9937-0a4f62df51f9.FPKM-UQ.txt.gz,TCGA-C8-A12X,TCGA-C8-A12X-01,TCGA-C8-A12X-01A,TCGA-C8-A12X-01Z,TCGA-C8-A12X-01Z-00-DX1,TCGA-C8-A12X-01Z-00-DX1.2967579D-40AE-4425-BE81-5109713C16B4.svs
Primary Tumor,6a556312-e4e3-4c3c-b29b-74f57fcc6fe4,e8201ee9-2e0a-4a8e-bc99-6e2482da919d.FPKM-UQ.txt.gz,TCGA-C8-A12Y,TCGA-C8-A12Y-01,TCGA-C8-A12Y-01A,TCGA-C8-A12Y-01Z,TCGA-C8-A12Y-01Z-00-DX1,TCGA-C8-A12Y-01Z-00-DX1.A15CB3E2-E145-4C75-8FEA-1DD503CD7C20.svs
Primary Tumor,88bc7e67-c556-4f39-87bf-8df81566985f,aa08f8f5-e41d-4987-aa65-5cfe5fedeb1b.FPKM-UQ.txt.gz,TCGA-C8-A12Z,TCGA-C8-A12Z-01,TCGA-C8-A12Z-01A,TCGA-C8-A12Z-01Z,TCGA-C8-A12Z-01Z-00-DX1,TCGA-C8-A12Z-01Z-00-DX1.22616420-7C80-42DE-9C44-0F00327681C6.svs
Primary Tumor,24873c11-0b4e-409a-886f-fc1a242923f7,bf78430f-6c70-4e76-ade6-a434e0770d5f.FPKM-UQ.txt.gz,TCGA-C8-A130,TCGA-C8-A130-01,TCGA-C8-A130-01A,TCGA-C8-A130-01Z,TCGA-C8-A130-01Z-00-DX1,TCGA-C8-A130-01Z-00-DX1.F6810204-C35A-4461-A18A-0A117739B988.svs
Primary Tumor,c56d71fe-e3cb-4c7f-b464-db7e8b26f71d,d4d6abaa-9134-42ac-9adf-2045f747abb4.FPKM-UQ.txt.gz,TCGA-C8-A131,TCGA-C8-A131-01,TCGA-C8-A131-01A,TCGA-C8-A131-01Z,TCGA-C8-A131-01Z-00-DX1,TCGA-C8-A131-01Z-00-DX1.5CB27A29-9951-40B9-B4DB-26A4D2EA89B8.svs
Primary Tumor,1d9018ee-ef38-4716-8d11-b9ec575157b1,5fbf674e-49f3-4af8-9c9c-20a528ad0684.FPKM-UQ.txt.gz,TCGA-C8-A132,TCGA-C8-A132-01,TCGA-C8-A132-01A,TCGA-C8-A132-01Z,TCGA-C8-A132-01Z-00-DX1,TCGA-C8-A132-01Z-00-DX1.6CCE1FE0-BB4B-4046-BAF0-43AA110B2EBE.svs
